"","id_student","dataplus","dualpane","forumng","glossary","homepage","htmlactivity","oucollaborate","oucontent","ouwiki","page","questionnaire","quiz","repeatactivity","resource","subpage","url","CMA","TMA","num_of_prev_attempts","studied_credits","df1.final_result","df1.disability","df1.age_band","df1.imd_band","df1.highest_education","df1.region","df1.gender"
"29",-1.28971937708994,-0.659018728288539,-0.512243837198409,0.0770882905570287,-0.215841620880777,-0.108259445850221,-0.108297875980841,1.36410316281218,-0.509547184036621,-0.447481800893882,0.116362865191082,-1.19392774231158,0.714784941436849,-0.0233316483306879,-0.473853991356287,-0.579128066071053,-0.194111720515239,0.353591328639019,0.259708935300802,-0.355337182077513,0.814676577286198,"Pass","Y","0-35","50-60%","Lower Than A Level","Wales","M"
"30",-1.28072938418938,-0.659018728288539,-0.512243837198409,0.0875235024510542,-0.215841620880777,0.456625180817486,-0.479474506811303,-0.989790371238718,0.0431070720380308,1.01851375596997,0.116362865191082,1.05853328445861,0.923299259486016,-0.0233316483306879,3.8502112926259,1.38074428949773,-0.33494019020266,-0.056875956861125,0.107796023043042,1.44785177780202,-0.775717548616826,"Withdrawn","N","35-55","50-60%","Lower Than A Level","Yorkshire Region","M"
"31",-1.27481232701794,-0.659018728288539,-0.512243837198409,-0.891981103794901,-0.215841620880777,-0.868326871951023,-0.479474506811303,-0.989790371238718,0.729492414725426,0.22564640181623,0.116362865191082,1.05853328445861,0.648904650764872,-0.0233316483306879,-0.689256173061451,-1.09822939268116,-0.532100047765048,0.550361728389088,-1.53511399100384,-0.355337182077513,-0.775717548616826,"Fail","N","0-35","90-100%","Lower Than A Level","Wales","M"
"32",-1.26777327698394,-0.659018728288539,-0.512243837198409,0.435680613879245,-0.215841620880777,-0.432494558174968,0.757780929290236,-0.989790371238718,-1.63142135283244,-1.22416818863632,-1.72258755246506,-1.19392774231158,-1.30000064707504,-0.0233316483306879,0.21151658679651,-1.0711560808625,-0.532100047765048,-1.89339968786177,-0.432338776095658,-0.355337182077513,0.814676577286198,"Withdrawn","N","0-35","40-50%","Lower Than A Level","West Midlands Region","M"
"33",-1.26183012695524,-0.659018728288539,-0.512243837198409,-0.605056973906763,-0.215841620880777,-1.13269321534839,-0.0155037182732257,0.504745205936457,-2.00995032498789,-0.680487717216613,1.34232981029517,-1.19392774231158,-1.69400316216181,-0.0233316483306879,-0.0283631155569689,-0.653774347888143,0.0593795249221175,-1.89339968786177,-0.432338776095658,3.25104073768155,-0.775717548616826,"Fail","Y","35-55","40-50%","A Level or Equivalent","London Region","M"
"34",-1.25854443408223,0.746682954779805,1.70436324842263,-0.653987173929538,-0.215841620880777,-1.04368193399125,-0.479474506811303,0.504745205936457,0.1559242585695,0.0444195780096612,0.450717486583108,0.557986389620786,-0.299107161169135,-0.0233316483306879,-0.366417522348551,-0.600315875320446,-0.350106333092074,0.713279156139146,1.14755551138504,-0.355337182077513,-0.775717548616826,"Distinction","N","0-35","40-50%","Lower Than A Level","South East Region","M"
"35",-1.25398621263164,-0.659018728288539,-0.512243837198409,-0.651793422271597,0.348396238493024,-0.0906652924682577,-0.479474506811303,0.35529164821894,0.311217900493652,0.523376183784164,-1.72258755246506,1.05853328445861,-0.399423469733854,-0.0233316483306879,-0.199705760095168,-1.32423269134135,-0.532100047765048,-1.89339968786177,-0.837439875449683,-0.355337182077513,-0.775717548616826,"Withdrawn","N","0-35","0-10%","Lower Than A Level","Yorkshire Region","M"
"36",-1.25235239833804,0.333241283289115,0.596059705612112,-0.821809175762038,-0.215841620880777,0.157074604647464,0.139153211239466,-0.989790371238718,0.61240132044491,-0.0949856710723146,0.3462316673981,0.495418027766058,0.0231421274700805,-0.0233316483306879,-0.623982784665946,-0.672764513399013,-0.532100047765048,0.429760515639046,0.310346572720055,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","70-80%","A Level or Equivalent","North Region","M"
"37",-1.24930956975191,-0.659018728288539,-0.512243837198409,0.395224414473057,-0.215841620880777,-0.345219000973255,1.00523201651054,-0.989790371238718,0.0672842215248645,-1.22416818863632,1.95531328284722,-1.19392774231158,-0.347827902282015,-0.0233316483306879,-0.240021676457097,1.04690047452974,0.0988114964345951,-1.89339968786177,-0.175774746504776,-0.355337182077513,0.814676577286198,"Fail","N","0-35","50-60%","HE Qualification","Ireland","M"
"38",-1.24631089830886,-0.659018728288539,-0.512243837198409,-2.64810743099807,-0.215841620880777,-1.42000132577213,-2.33535766096361,-0.989790371238718,-1.98991497819952,-0.40864748150676,-1.72258755246506,-1.19392774231158,-1.8910044197052,-0.0233316483306879,-0.885076338247964,-1.42748794841672,-0.532100047765048,-1.89339968786177,0.360984210139308,3.25104073768155,-0.775717548616826,"Fail","N","0-35","10-20","Lower Than A Level","North Western Region","M"
"39",-1.24505041258848,-0.659018728288539,-0.512243837198409,-0.191105574103949,-0.215841620880777,-0.307255387549665,-0.479474506811303,-0.989790371238718,-0.0633163623298102,-0.680487717216613,1.95531328284722,-1.19392774231158,0.553419347363742,-0.0233316483306879,-0.154014388218315,-0.590310520952677,0.256539382484506,0.294348627638998,-0.212909013945561,-0.355337182077513,0.814676577286198,"Pass","N","0-35","70-80%","A Level or Equivalent","North Western Region","M"
"40",-1.24255553400501,-0.659018728288539,-0.512243837198409,0.0107195784266391,-0.215841620880777,-0.389765899961629,-0.479474506811303,-0.0930690249336129,-0.108747750588116,0.135032989912945,-1.72258755246506,1.05853328445861,-0.558900678221356,-0.0233316483306879,0.0287510992890973,-0.941218239064399,-0.137780332640271,0.654036455139125,0.107796023043042,-0.355337182077513,-0.775717548616826,"Withdrawn","Y","0-35","40-50%","A Level or Equivalent","East Anglian Region","M"
"41",-1.23677094826278,-0.659018728288539,-0.512243837198409,0.0136445806372274,0.348396238493024,0.782898386560001,0.912437858802928,-0.0930690249336129,-0.226818728472712,1.62471748160294,0.116362865191082,1.05853328445861,-0.966192960682084,-0.0233316483306879,-0.137399343899459,0.225643378349829,-0.137780332640271,0.180094847138958,1.18806562132044,-0.355337182077513,-0.775717548616826,"Withdrawn","N","0-35","60-70%","A Level or Equivalent","Ireland","M"
"42",-1.23109675537823,-0.659018728288539,-0.512243837198409,-2.64810743099807,-0.215841620880777,-1.37252503886842,-2.33535766096361,-0.989790371238718,-1.03041733383468,-1.22416818863632,0.116362865191082,-1.19392774231158,-1.54625221900427,-0.0233316483306879,-3.62655865085915,-1.53681704414358,-0.532100047765048,0.861385908639198,0.692942055443301,1.44785177780202,0.814676577286198,"Fail","N","0-35","30-40%","Lower Than A Level","West Midlands Region","M"
"43",-1.22551489106556,0.333241283289115,-0.512243837198409,0.518562437960129,1.10071338432476,-0.34703724174829,3.23229180149331,0.803652321371492,0.90145782068753,-0.680487717216613,1.03583807401915,1.05853328445861,0.276009413272037,-0.0233316483306879,-0.0486919038920093,0.166193870063338,-0.101933085810746,0.387444300639031,0.33735331267699,-0.355337182077513,1.60987364023771,"Pass","N","0-35","20-30%","Lower Than A Level","North Western Region","M"
"44",-1.22440092677447,-0.659018728288539,-0.512243837198409,0.467019923278404,-0.215841620880777,-0.389765899961629,-0.479474506811303,2.5970950139817,-0.696672495245562,-0.680487717216613,0.116362865191082,0.951273235564787,0.965513814673884,-0.0233316483306879,-0.885076338247964,-0.674142148173797,0.113150395166405,0.823301315139184,0.850481371858755,-0.355337182077513,-0.775717548616826,"Distinction","N","0-35","30-40%","A Level or Equivalent","South West Region","M"
"45",-1.21396779815265,2.13171255427361,-0.512243837198409,1.14065297548414,-0.215841620880777,0.0403692593859812,-0.214348341932402,0.713980186740982,1.17628267296925,0.147977763041986,0.805969271812134,0.361342966648785,0.216312062501314,-0.0233316483306879,-0.146984946391107,0.188532747795991,0.694672399289814,0.472076730639061,0.202319612892315,-0.355337182077513,-0.775717548616826,"Fail","N","35-55","60-70%","Lower Than A Level","London Region","M"
"46",-1.20972068384642,-0.659018728288539,-0.512243837198409,-0.876231091891733,-0.215841620880777,1.928263808112,-0.479474506811303,-0.989790371238718,1.00935388215772,0.406873225622798,-1.72258755246506,-1.19392774231158,-1.69400316216181,-0.0233316483306879,-0.199705760095168,1.43068698272844,0.0593795249221175,-1.89339968786177,-0.364821926203321,-0.355337182077513,-0.775717548616826,"Withdrawn","N","0-35","0-10%","A Level or Equivalent","South West Region","M"
"47",-1.20424519810569,0.457273784736322,0.596059705612112,1.09366257243992,-0.215841620880777,1.26143334414561,0.757780929290236,-0.0930690249336129,0.927672363123686,0.443118590384112,0.320690689375098,0.512482126453712,-0.201171410555273,-0.0233316483306879,-0.313934189787301,1.63131061932273,0.195874810926848,0.666731319639129,1.02602518157883,-0.355337182077513,-0.775717548616826,"Distinction","N","35-55","90-100%","HE Qualification","East Anglian Region","M"
"48",-1.20323761238654,-0.659018728288539,-0.512243837198409,-1.06129373175395,0.348396238493024,-0.143838733800413,-0.479474506811303,-0.0930690249336129,-0.951497614168307,-0.680487717216613,-1.72258755246506,-1.19392774231158,0.395807475291663,-0.0233316483306879,0.361051985666211,-0.0464345599424646,-0.532100047765048,0.425528894139045,-1.59362859424386,-0.355337182077513,-0.775717548616826,"Pass","Y","0-35","20-30%","Lower Than A Level","South East Region","M"
"49",-1.20085312666073,-0.659018728288539,0.596059705612112,-0.863460811970246,-0.215841620880777,1.05588703625633,-0.479474506811303,-0.0930690249336129,0.850741802212852,-0.40864748150676,0.116362865191082,0.495418027766058,0.784547543209612,-0.0233316483306879,-0.73277176532512,-0.728332974902908,0.0593795249221175,0.315506735139006,-0.162271376526308,-0.355337182077513,9.03171289445182,"Pass","N","0-35","40-50%","A Level or Equivalent","Scotland","M"
"50",-1.19919522665273,-0.659018728288539,-0.512243837198409,1.10827040790736,-0.215841620880777,1.77040515415716,0.139153211239466,-0.0930690249336129,-0.069453688485321,-0.40864748150676,-1.72258755246506,-1.19392774231158,-1.13583293245555,-0.0233316483306879,1.17103539621042,-0.443526086874943,-2.89801833851371,-1.89339968786177,1.18806562132044,-0.355337182077513,3.99546482909224,"Withdrawn","N","0-35","40-50%","A Level or Equivalent","London Region","M"
"51",-1.19909085522365,0.581306286183529,-0.512243837198409,-0.10201581211733,0.348396238493024,-0.0617200723882538,-0.479474506811303,1.36410316281218,-0.395301494614825,1.31300734465564,0.116362865191082,0.307712942201876,-0.294550832631917,-0.0233316483306879,0.885464321980093,-0.0335419778992022,-0.0425997117480835,0.395907543639034,-0.0812511566555028,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","20-30%","HE Qualification","Scotland","F"
"52",-1.19346081948217,0.333241283289115,0.596059705612112,6.15980547563576,3.73382339473583,0.28714600120758,0.448467070264851,-0.0930690249336129,-1.72059261808682,0.0806649427709748,0.116362865191082,0.474561907147816,-0.0728469802943736,-0.0233316483306879,-0.415107941800332,1.61443336210132,-0.22350200984131,0.827532936639186,1.0395285515573,-0.355337182077513,0.814676577286198,"Distinction","N","0-35","","Lower Than A Level","North Region","M"
"53",-1.19012093375176,-0.659018728288539,-0.512243837198409,0.28354251188696,-0.215841620880777,-1.28706772244174,0.448467070264851,-0.0930690249336129,0.607166849242548,2.03791463988192,-1.72258755246506,-1.19392774231158,0.58558281798307,-0.0233316483306879,-0.493436007874938,-1.04223303966491,0.14387660673457,0.742900506639156,-5.02348456877461,1.44785177780202,0.0194795143346859,"Pass","N","0-35","40-50%","A Level or Equivalent","Scotland","M"
"54",-1.18558077658697,1.02782329139347,1.15021147701737,1.30961999189672,2.04110981661443,-0.276023415421896,0.448467070264851,-0.989790371238718,0.762800828131445,0.555149717828173,0.116362865191082,0.495418027766058,-0.649299523674164,-0.0233316483306879,0.0287510992890973,0.415488236693276,0.043393590525167,0.751363749639159,0.796467891944885,-0.355337182077513,-0.775717548616826,"Distinction","N","0-35","30-40%","Lower Than A Level","Wales","M"
"55",-1.17935060512831,1.20146879341956,-0.512243837198409,-0.677387191614244,-0.215841620880777,-0.264056948986154,-0.479474506811303,-0.989790371238718,0.68571893046327,-0.087381748395116,0.729346337743128,0.401565484983967,0.125754216840642,-0.0233316483306879,-0.493436007874938,-0.344135999850521,0.0988114964345951,0.632878347639117,0.134802762999977,-0.355337182077513,2.40507070318922,"Pass","N","0-35","40-50%","A Level or Equivalent","Scotland","M"
"56",-1.17645028368573,-0.162888722499712,0.596059705612112,0.147691947569341,0.348396238493024,0.981358667062439,-0.479474506811303,0.436811770610313,-0.333613955316952,0.199756855558148,0.283540175887095,1.16579333335242,0.297464995776762,-0.0233316483306879,-0.28102091343533,-0.101257070973274,-0.377801028803179,0.759826992639162,1.27808808784356,-0.355337182077513,-0.775717548616826,"Pass","N","35-55","50-60%","Lower Than A Level","East Midlands Region","F"
"57",-1.17403368367406,-0.659018728288539,-0.512243837198409,-1.11248127043924,-0.215841620880777,-1.28706772244174,-2.33535766096361,-0.989790371238718,-0.292285838131549,-1.22416818863632,-1.72258755246506,-1.19392774231158,0.557439781191158,-0.0233316483306879,-0.885076338247964,-1.05850225033855,-0.532100047765048,0.357822950139021,-0.432338776095658,1.44785177780202,0.0194795143346859,"Withdrawn","N","0-35","90-100%","A Level or Equivalent","Ireland","M"
"58",-1.16556554791887,-0.659018728288539,-0.512243837198409,0.295176043406346,0.348396238493024,-0.048314763973621,-0.479474506811303,1.10255943680653,-0.260950067087548,0.542793343477725,0.116362865191082,-1.19392774231158,0.436281622798859,-0.0233316483306879,-0.428162619479433,-0.261310927330169,-0.532100047765048,0.247800791138982,0.917998221751092,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","0-10%","A Level or Equivalent","London Region","M"
"59",-1.16398793362554,-0.659018728288539,-0.512243837198409,1.1397704317137,-0.215841620880777,-1.35353452410694,-0.479474506811303,-0.989790371238718,-1.99897752974016,-1.22416818863632,0.116362865191082,-1.19392774231158,0.867013185902191,-0.0233316483306879,0.0287510992890973,1.16224500661337,-0.532100047765048,0.446687001639052,-5.02348456877461,-0.355337182077513,3.99546482909224,"Withdrawn","N","0-35","70-80%","Lower Than A Level","East Anglian Region","M"
"60",-1.16334966219389,-0.659018728288539,-0.512243837198409,-0.0493554669754422,-0.215841620880777,-0.931885751043364,-0.0155037182732257,-0.0930690249336129,-0.277092737019306,-1.22416818863632,0.116362865191082,-1.19392774231158,0.432942618433717,-0.0233316483306879,-0.674193083431719,0.0803424968162815,0.177675439459551,0.307043492139003,0.539903862354003,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","80-90%","A Level or Equivalent","Ireland","M"
"61",-1.15884964788644,1.00978220027388,-0.512243837198409,0.54034866950485,-0.215841620880777,3.98499133711175,-0.170160647785918,-0.989790371238718,-0.686040375290509,-0.206959564689773,0.576100469605117,0.584330963033303,-0.569141019853018,-0.0233316483306879,-0.562549007352531,-0.0684554664981093,-0.370787437032185,0.814838072139181,1.18806562132044,-0.355337182077513,0.814676577286198,"Distinction","N","35-55","70-80%","A Level or Equivalent","West Midlands Region","M"
